 (VTI) , , ,  
Holding details,2024-01-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value*,% of fund*,Sector,Market,Security depository receipt type
,"BMCS168","CADE","Cadence Bank",5772066,$153652396.92,0.0103851827,"Regional Banks","US",---
,"2120490","CWST","Casella Waste Systems Inc. Class A",1798077,$153447891.18,0.0103713604,"Environmental & Facilities Services","US",---
,"BWY52P3","BPMC","Blueprint Medicines Corp.",1925646,$153146626.38,0.0103509982,"Biotechnology","US",---
,"2905794","UBSI","United Bankshares Inc./WV",4247942,$152288720.7,0.0102930134,"Regional Banks","US",---
,"2692933","PII","Polaris Inc.",1691134,$152134414.64,0.010282584,"Leisure Products","US",---
,"2004185","ANF","Abercrombie & Fitch Co.",1490594,$151891528.6,0.0102661677,"Apparel Retail","US",---
,"BBBSMJ2","COTY","Coty Inc. Class A",12555927,$151675598.16,0.0102515732,"Personal Care Products","US",---
,"2658441","ONB","Old National Bancorp/IN",9193183,$151411724.01,0.0102337382,"Regional Banks","US",---
,"2578293","LEN.B","Lennar Corp. Class B",1090413,$151294803.75,0.0102258357,"Homebuilding","US",---
,"BPK3058","IOT","Samsara Inc. Class A",4818286,$151294180.4,0.0102257936,"Application Software","US",---
,"BDG22J3","VVV","Valvoline Inc.",4125550,$150541319.5,0.0101749086,"Automotive Retail","US",---
,"2732635","AN","AutoNation Inc.",1070805,$149548626.3,0.0101078137,"Automotive Retail","US",---
,"2926825","VMI","Valmont Industries Inc.",662370,$149503532.7,0.0101047659,"Construction & Engineering","US",---
,"BN6QGL5","AIRC","Apartment Income REIT Corp.",4571154,$149431024.26,0.0100998651,---,"US",---
,"2333986","FSS","Federal Signal Corp.",1936932,$149105025.36,0.0100778312,"Construction Machinery & Heavy Transport","US",---
,"2760669","R","Ryder System Inc.",1309244,$148690841.08,0.010049837,"Cargo Ground Transportation","US",---
,"2041308","FNB","FNB Corp./PA",11260005,$148406865.9,0.0100306435,"Regional Banks","US",---
,"BN7K304","ASO","Academy Sports & Outdoors Inc.",2362554,$148203012.42,0.0100168652,"Other Specialty Retail","US",---
,"BP6JW21","KD","Kyndryl Holdings Inc.",7221199,$148179003.48,0.0100152425,"IT Consulting & Other Services","US",---
,"2933632","VNO","Vornado Realty Trust",5445379,$148059855.01,0.0100071894,"Office REITs","US",---
,"BPBSZJ1","KRG","Kite Realty Group Trust",6894536,$147543070.4,0.0099722605,"Retail REITs","US",---
,"2493534","KEX","Kirby Corp.",1870420,$147127237.2,0.0099441549,"Marine Transportation","US",---
,"BJSP4C9","IBP","Installed Building Products Inc.",753040,$146729844,0.0099172955,"Homebuilding","US",---
,"BJZ2ZR5","VRNS","Varonis Systems Inc. Class B",3267220,$146632833.6,0.0099107387,"Systems Software","US",---
,"2296937","IDA","IDACORP Inc.",1581972,$146458967.76,0.0098989873,"Electric Utilities","US",---
,"2672537","PTEN","Patterson-UTI Energy Inc.",13202641,$146417288.69,0.0098961703,"Oil & Gas Drilling","US",---
,"2910118","UGI","UGI Corp.",6598080,$146081491.2,0.0098734741,"Gas Utilities","US",---
,"2516378","LNC","Lincoln National Corp.",5317357,$145961449.65,0.0098653607,"Life & Health Insurance","US",---
,"BD6D4Y5","ALTR","Altair Engineering Inc. Class A",1704496,$144916249.92,0.0097947169,"Application Software","US",---
,"B5B15Y5","MTSI","MACOM Technology Solutions Holdings Inc.",1676227,$144541054.21,0.0097693578,"Semiconductors","US",---
,"2268130","AAON","AAON Inc.",2057845,$144378405.2,0.0097583646,"Building Products","US",---
,"BLKFTK4","FTAI","FTAI Aviation Ltd.",2655328,$143254945.6,0.0096824313,"Trading Companies & Distributors","KY",---
,"2012605","ALK","Alaska Air Group Inc.",3997794,$143240959.02,0.009681486,"Passenger Airlines","US",---
,"2677606","AXS","Axis Capital Holdings Ltd.",2404110,$143092627.2,0.0096714604,"Property & Casualty Insurance","BM",---
,"BLGJ610","WMG","Warner Music Group Corp. Class A",3913071,$142787960.79,0.0096508683,"Movies & Entertainment","US",---
,"B6T0518","POST","Post Holdings Inc.",1533557,$142421438.59,0.0096260955,"Packaged Foods & Meats","US",---
,"B1F76F9","WU","Western Union Co.",11318933,$142278987.81,0.0096164675,"Transaction & Payment Processing Service","US",---
,"2072074","BCPC","Balchem Corp.",1014138,$142141582.08,0.0096071804,"Specialty Chemicals","US",---
,"2473138","RYN","Rayonier Inc.",4687996,$142046278.8,0.0096007389,"Timber REITs","US",---
,"BK1KWG8","BBIO","Bridgebio Pharma Inc.",4139062,$141928435.98,0.0095927741,"Biotechnology","US",---
,"B247H10","TDC","Teradata Corp.",3072080,$141868654.4,0.0095887335,"Systems Software","US",---
,"2330318","EXPO","Exponent Inc.",1603680,$141428539.2,0.0095589867,"Research & Consulting Services","US",---
,"B3P6D26","ALKS","Alkermes plc",5220056,$141202514.8,0.0095437099,"Biotechnology","IE",---
,"2567655","MSM","MSC Industrial Direct Co. Inc. Class A",1426850,$140801558,0.0095166097,"Trading Companies & Distributors","US",---
,"BZ22B38","OLLI","Ollie's Bargain Outlet Holdings Inc.",1956878,$140758234.54,0.0095136816,"Broadline Retail","US",---
,"BZ0CTP8","CC","Chemours Co.",4661341,$140632657.97,0.009505194,"Diversified Chemicals","US",---
,"2101967","SLM","SLM Corp.",7074077,$140632650.76,0.0095051935,"Consumer Finance","US",---
,"2975098","HALO","Halozyme Therapeutics Inc.",4151469,$140527225.65,0.0094980679,"Biotechnology","US",---
,"2860826","SRCL","Stericycle Inc.",2904238,$139403424,0.0094221115,"Environmental & Facilities Services","US",---
,"BMF5Q83","FCFS","FirstCash Holdings Inc.",1214538,$139392526.26,0.009421375,"Consumer Finance","US",---
,"BYQHPG3","CVNA","Carvana Co. Class A",3236652,$139370235.12,0.0094198683,"Automotive Retail","US",---
,"BQXZP64","W","Wayfair Inc.",2769543,$139169535.75,0.0094063033,"Homefurnishing Retail","US",---
,"2320148","EEFT","Euronet Worldwide Inc.",1394150,$138927047.5,0.0093899138,"Transaction & Payment Processing Service","US",---
,"2711656","NYCB","New York Community Bancorp Inc.",21446912,$138761520.64,0.009378726,"Regional Banks","US",---
,"B01ZP20","WLK","Westlake Corp.",1001894,$138612034.9,0.0093686225,"Commodity Chemicals","US",---
,"B3XS562","AL","Air Lease Corp. Class A",3303799,$138131836.19,0.0093361664,"Trading Companies & Distributors","US",---
,"BL71K91","RVMD","REVOLUTION Medicines Inc.",4963292,$137731353,0.0093090982,"Biotechnology","US",---
,"BSS6HY8","WK","Workiva Inc. Class A",1480707,$137616908.58,0.0093013631,"Application Software","US",---
,"BYND5N1","ASH","Ashland Inc.",1469431,$137568130.22,0.0092980662,"Specialty Chemicals","US",---
,"BQ1L7V3","SPXC","SPX Technologies Inc.",1363899,$137262795.36,0.009277429,"Industrial Machinery & Supplies & Compon","US",---
,"2173911","RDN","Radian Group Inc.",4734537,$137206882.26,0.0092736499,"Commercial & Residential Mortgage Financ","US",---
,"2362128","GATX","GATX Corp.",1117860,$137105529,0.0092667995,"Trading Companies & Distributors","US",---
,"BNXKSK3","RYAN","Ryan Specialty Holdings Inc. Class A",3160288,$136903676.16,0.0092531565,"Insurance Brokers","US",---
,"BGH1M56","PRGO","Perrigo Co. plc",4259089,$136631575.12,0.0092347656,"Pharmaceuticals","IE",---
,"2764188","SM","SM Energy Co.",3682742,$136556073.36,0.0092296625,"Oil & Gas Exploration & Production","US",---
,"B00V7H8","AGO","Assured Guaranty Ltd.",1682246,$136480617.98,0.0092245625,"Property & Casualty Insurance","BM",---
,"B1FT462","AWI","Armstrong World Industries Inc.",1374954,$136409186.34,0.0092197346,"Building Products","US",---
,"2458878","BLKB","Blackbaud Inc.",1684881,$136340570.52,0.0092150969,"Application Software","US",---
,"2580555","MMSI","Merit Medical Systems Inc.",1741076,$136326250.8,0.009214129,"Health Care Supplies","US",---
,"2626103","NFG","National Fuel Gas Co.",2887706,$136184214.96,0.009204529,"Gas Utilities","US",---
,"B17MTL9","HOMB","Home BancShares Inc./AR",5792640,$135779481.6,0.0091771736,"Regional Banks","US",---
,"BPF0BB7","FRSH","Freshworks Inc. Class A",6106115,$135555753,0.009162052,"Application Software","US",---
,"2117232","BYD","Boyd Gaming Corp.",2134873,$135543086.77,0.0091611959,"Casinos & Gaming","US",---
,"BYN7H48","APPF","Appfolio Inc.",617994,$135501364.44,0.009158376,"Application Software","US",---
,"2855855","ABG","Asbury Automotive Group Inc.",647325,$135329764.5,0.0091467777,"Automotive Retail","US",---
,"2535243","LPX","Louisiana-Pacific Corp.",2032163,$135240447.65,0.0091407409,"Forest Products","US",---
,"2370585","GBCI","Glacier Bancorp Inc.",3496913,$135190656.58,0.0091373756,"Regional Banks","US",---
,"BW9JPS4","SUM","Summit Materials Inc. Class A",3736336,$135180636.48,0.0091366983,"Construction Materials","US",---
,"2133045","POWI","Power Integrations Inc.",1795624,$134599975.04,0.0090974521,"Semiconductors","US",---
,"B3CTNK6","SIG","Signet Jewelers Ltd.",1349657,$134263878.36,0.0090747357,"Other Specialty Retail","BM",---
,"BMFND53","AMR","Alpha Metallurgical Resources Inc.",336071,$134172986.04,0.0090685924,"Steel","US",---
,"2191300","AEL","American Equity Investment Life Holding Co.",2428172,$134059376.12,0.0090609137,"Life & Health Insurance","US",---
,"2485070","KBH","KB Home",2249339,$134038111.01,0.0090594764,"Homebuilding","US",---
,"2020415","THG","Hanover Insurance Group Inc.",1012807,$133700652.07,0.009036668,"Property & Casualty Insurance","US",---
,"BLDC8J4","OGN","Organon & Co.",8028688,$133677655.2,0.0090351136,"Pharmaceuticals","US",---
,"2266026","FFIN","First Financial Bankshares Inc.",4278252,$133609809.96,0.009030528,"Regional Banks","US",---
,"BD420Q8","ACLS","Axcelis Technologies Inc.",1026091,$133443134.55,0.0090192627,"Semiconductor Materials & Equipment","US",---
,"BYXD7B3","DXC","DXC Technology Co.",6097733,$132930579.4,0.0089846197,"IT Consulting & Other Services","US",---
,"BGHKHS1","COOP","Mr Cooper Group Inc.",1973079,$132906601.44,0.008982999,"Commercial & Residential Mortgage Financ","US",---
,"BFMWBV6","ETRN","Equitrans Midstream Corp.",13040288,$132880534.72,0.0089812372,"Oil & Gas Storage & Transportation","US",---
,"2069128","BMI","Badger Meter Inc.",921408,$132673537.92,0.0089672465,"Electronic Equipment & Instruments","US",---
,"BNXH3Z4","CFLT","Confluent Inc. Class A",5923782,$132455765.52,0.0089525276,"Application Software","US",---
,"2839268","SYNA","Synaptics Inc.",1239372,$132377323.32,0.0089472257,"Semiconductors","US",---
,"B125XQ6","POR","Portland General Electric Co.",3231784,$132276919.12,0.0089404395,"Electric Utilities","US",---
,"2176608","COLB","Columbia Banking System Inc.",6552205,$132092452.8,0.0089279717,"Regional Banks","US",---
,"BS7K7M9","FRPT","Freshpet Inc.",1532538,$131951521.8,0.0089184463,"Packaged Foods & Meats","US",---
,"2495529","KRC","Kilroy Realty Corp.",3688317,$131894215.92,0.0089145731,"Office REITs","US",---
,"BRT46K3","LAZ","Lazard Ltd. Class A",3369073,$131326465.54,0.0088761995,"Investment Banking & Brokerage","US",---
,"2155306","MTZ","MasTec Inc.",1993154,$130890423.18,0.0088467279,"Construction & Engineering","US",---
,"2935326","VLY","Valley National Bancorp",13592820,$130762928.4,0.0088381107,"Regional Banks","US",---
,"B0650B9","HUN","Huntsman Corp.",5319752,$130546714.08,0.008823497,"Diversified Chemicals","US",---
,"BN48ZR2","PECO","Phillips Edison & Co. Inc.",3750662,$130185478.02,0.0087990815,"Retail REITs","US",---
,"BFY8W20","ASGN","ASGN Inc.",1396999,$129669447.18,0.0087642036,"Human Resource & Employment Services","US",---
,"BJT1RW7","LYFT","Lyft Inc. Class A",10375057,$129584461.93,0.0087584596,"Passenger Ground Transportation","US",---
,"BYMWL19","GKOS","Glaukos Corp.",1454424,$129487368.72,0.0087518971,"Health Care Equipment","US",---
,"B2QH310","IRDM","Iridium Communications Inc.",3570206,$129455669.56,0.0087497546,"Alternative Carriers","US",---
,"2197308","CRUS","Cirrus Logic Inc.",1675057,$129314400.4,0.0087402064,"Semiconductors","US",---
,"BMV1ZD3","ZWS","Zurn Elkay Water Solutions Corp.",4351549,$129023427.85,0.0087205399,"Building Products","US",---
,"BK63SF3","NVST","Envista Holdings Corp.",5488117,$128970749.5,0.0087169795,"Health Care Equipment","US",---
,"2411053","HOG","Harley-Davidson Inc.",3974427,$128970156.15,0.0087169394,"Motorcycle Manufacturers","US",---
,"BLF0L75","FOUR","Shift4 Payments Inc. Class A",1795770,$128954243.7,0.0087158639,"Transaction & Payment Processing Service","US",---
,"2354664","FUL","HB Fuller Co.",1699281,$128754521.37,0.0087023649,"Specialty Chemicals","US",---
,"2066505","AVT","Avnet Inc.",2840871,$128691456.3,0.0086981024,"Technology Distributors","US",---
,"BJBT0Q4","AM","Antero Midstream Corp.",10512551,$128673624.24,0.0086968971,"Oil & Gas Storage & Transportation","US",---
,"BF0SR29","HLNE","Hamilton Lane Inc. Class A",1105718,$128196944.92,0.0086646789,"Asset Management & Custody Banks","US",---
,"B142B38","CVLT","CommVault Systems Inc.",1395546,$127943657.28,0.0086475595,"Systems Software","US",---
,"BMBVND9","WOLF","Wolfspeed Inc.",3930153,$127926480.15,0.0086463985,"Semiconductors","US",---
,"2007281","NSP","Insperity Inc.",1113951,$127759040.19,0.0086350815,"Human Resource & Employment Services","US",---
,"2614487","INSM","Insmed Inc.",4583740,$127427972,0.008612705,"Biotechnology","US",---
,"B3KFWW1","RIG","Transocean Ltd.",23322109,$127338715.14,0.0086066722,"Oil & Gas Drilling","CH",---
,"2601218","MOG.A","Moog Inc. Class A",905647,$126609450.6,0.0085573821,"Aerospace & Defense","US",---
,"2162500","CBT","Cabot Corp.",1755529,$126573640.9,0.0085549617,"Commodity Chemicals","US",---
,"B01CGF1","NEU","NewMarket Corp.",226318,$126242443.58,0.0085325765,"Specialty Chemicals","US",---
,"2630513","NJR","New Jersey Resources Corp.",3071851,$125423676.33,0.008477237,"Gas Utilities","US",---
,"2831888","SWX","Southwest Gas Holdings Inc.",2130595,$125023314.6,0.008450177,"Gas Utilities","US",---
,"2206721","COKE","Coca-Cola Consolidated Inc.",145137,$125019560.43,0.0084499233,"Soft Drinks & Non-alcoholic Beverages","US",---
,"BMFX6P4","JXN","Jackson Financial Inc. Class A",2489887,$124668642.09,0.0084262051,"Diversified Financial Services","US",---
,"BZBZ020","HRI","Herc Holdings Inc.",844995,$124628312.55,0.0084234793,"Trading Companies & Distributors","US",---
,"2547323","MDU","MDU Resources Group Inc.",6386455,$124599737.05,0.0084215479,"Construction & Engineering","US",---
,"2568131","SLAB","Silicon Laboratories Inc.",1009352,$124513662.72,0.0084157303,"Semiconductors","US",---
,"2822019","AAP","Advance Auto Parts Inc.",1857050,$124143792.5,0.0083907312,"Automotive Retail","US",---
,"2378200","GT","Goodyear Tire & Rubber Co.",8899105,$124053523.7,0.00838463,"Tires & Rubber","US",---
,"2884224","TEX","Terex Corp.",2018215,$123978947.45,0.0083795895,"Construction Machinery & Heavy Transport","US",---
,"2049175","AEIS","Advanced Energy Industries Inc.",1186674,$123627697.32,0.0083558489,"Electronic Equipment & Instruments","US",---
,"2242929","AMKR","Amkor Technology Inc.",3897375,$123390892.5,0.0083398436,"Semiconductor Materials & Equipment","US",---
,"B020GQ5","ENS","EnerSys",1289459,$123233596.63,0.0083292121,"Electrical Components & Equipment","US",---
,"B3F1XM1","LOPE","Grand Canyon Education Inc.",940037,$122759431.83,0.0082971639,"Education Services","US",---
,"BKS3RS7","TXG","10X Genomics Inc. Class A",2936395,$122359579.65,0.0082701384,"Life Sciences Tools & Services","US",---
,"BFFK0X2","EPRT","Essential Properties Realty Trust Inc.",4905555,$122197375.05,0.0082591751,"Diversified REITs","US",---
,"2401195","HAE","Haemonetics Corp.",1591845,$121712468.7,0.0082264009,"Health Care Supplies","US",---
,"2339252","WTM","White Mountains Insurance Group Ltd.",77067,$121455279.99,0.0082090178,"Property & Casualty Insurance","BM",---
,"2744243","FLO","Flowers Foods Inc.",5308077,$121024155.6,0.0081798786,"Packaged Foods & Meats","US",---
,"BGR7KH2","YETI","YETI Holdings Inc.",2726959,$119904387.23,0.0081041948,"Leisure Products","US",---
,"BGPZ5W8","ACA","Arcosa Inc.",1529867,$119757988.76,0.0080942999,"Construction & Engineering","US",---
,"BYPZJQ6","JHG","Janus Henderson Group plc",4137657,$118999015.32,0.0080430018,"Asset Management & Custody Banks","JE",---
,"BLR7B52","MARA","Marathon Digital Holdings Inc.",6689275,$118600845.75,0.00801609,"Application Software","US",---
,"2664103","OTTR","Otter Tail Corp.",1308806,$118342238.52,0.0079986111,"Electric Utilities","US",---
,"B19FQ48","FOLD","Amicus Therapeutics Inc.",9520602,$118341082.86,0.0079985329,"Biotechnology","US",---
,"BYXR425","RH","Rh",465876,$118090248.48,0.0079815793,"Homefurnishing Retail","US",---
,"B8GNC91","MATX","Matson Inc.",1052788,$117943839.64,0.0079716837,"Marine Transportation","US",---
,"BFXX5X8","VRRM","Verra Mobility Corp. Class A",4928203,$117833333.73,0.0079642148,"Data Processing & Outsourced Services","US",---
,"2350383","FELE","Franklin Electric Co. Inc.",1247724,$117610464.24,0.0079491513,"Industrial Machinery & Supplies & Compon","US",---
,"2419217","HEI","HEICO Corp.",654552,$117550993.68,0.0079451318,"Aerospace & Defense","US",---
,"BLG38Q1","MC","Moelis & Co. Class A",2138280,$117541251.6,0.0079444733,"Investment Banking & Brokerage","US",---
,"BYM9ZP2","LITE","Lumentum Holdings Inc.",2133882,$117235477.08,0.0079238064,"Communications Equipment","US",---
,"2561204","MDC","MDC Holdings Inc.",1863728,$116632098.24,0.0078830247,"Homebuilding","US",---
,"BPLL4V5","KNF","Knife River Corp.",1777802,$116428252.98,0.007869247,"Construction Materials","US",---
,"2415497","HWC","Hancock Whitney Corp.",2568488,$115864493.68,0.0078311432,"Regional Banks","US",---
,"B0LLFT5","GME","GameStop Corp. Class A",8121306,$115566184.38,0.0078109809,"Computer & Electronics Retail","US",---
,"B52KRV2","KMPR","Kemper Corp.",1925347,$115520820,0.0078079147,"Property & Casualty Insurance","US",---
,"BJJMGY5","FOX","Fox Corp. Class B",3842897,$115325338.97,0.0077947024,"Broadcasting","US",---
,"BF2GC59","MGY","Magnolia Oil & Gas Corp. Class A",5579692,$115053249.04,0.0077763122,"Oil & Gas Exploration & Production","US",---
,"BNDYF48","IAC","IAC Inc.",2289236,$114942539.56,0.0077688294,"Interactive Media & Services","US",---
,"2562490","MAN","ManpowerGroup Inc.",1542397,$114353313.58,0.0077290044,"Human Resource & Employment Services","US",---
,"2420101","HP","Helmerich & Payne Inc.",2838240,$114267542.4,0.0077232072,"Oil & Gas Drilling","US",---
,"2809324","SLGN","Silgan Holdings Inc.",2478300,$113853102,0.0076951957,"Metal, Glass & Plastic Containers","US",---
,"2145460","AZTA","Azenta Inc.",1744713,$113755287.6,0.0076885845,"Life Sciences Tools & Services","US",---
